district,scenario,tco2e_draw
Ludhiana,ZT_FYM,-0.957
Ludhiana,ZT_FYM,-0.898
Ludhiana,ZT_FYM,-0.624
Ludhiana,ZT_FYM,-0.036
Ludhiana,ZT_FYM,-0.445
Ludhiana,ZT_FYM,-0.698
Ludhiana,ZT_FYM,-0.171
Ludhiana,ZT_FYM,-0.332
Ludhiana,ZT_FYM,0.031
Ludhiana,ZT_FYM,-0.806
Ludhiana,ZT_FYM,-0.875
Ludhiana,ZT_FYM,-0.548
Ludhiana,ZT_FYM,-0.663
Ludhiana,ZT_FYM,-0.586
Ludhiana,ZT_FYM,0.663
Ludhiana,ZT_FYM,-0.146
Ludhiana,ZT_FYM,-1.112
Ludhiana,ZT_FYM,-0.292
Ludhiana,ZT_FYM,-0.635
Ludhiana,ZT_FYM,-0.669
Ludhiana,ZT_FYM,-0.549
Ludhiana,ZT_FYM,-0.058
Ludhiana,ZT_FYM,0.323
Ludhiana,ZT_FYM,-0.92
Ludhiana,ZT_FYM,0.671
Ludhiana,ZT_FYM,-0.166
Ludhiana,ZT_FYM,-0.363
Ludhiana,ZT_FYM,-0.744
Ludhiana,ZT_FYM,-0.021
Ludhiana,ZT_FYM,-0.464
Ludhiana,ZT_FYM,-0.124
Ludhiana,ZT_FYM,-0.584
Ludhiana,ZT_FYM,-0.503
Ludhiana,ZT_FYM,-0.543
Ludhiana,ZT_FYM,-0.547
Ludhiana,ZT_FYM,-0.123
Ludhiana,ZT_FYM,-0.944
Ludhiana,ZT_FYM,-1.354
Ludhiana,ZT_FYM,-0.869
Ludhiana,ZT_FYM,-0.481
Ludhiana,ZT_FYM,0.126
Ludhiana,ZT_FYM,-0.922
Ludhiana,ZT_FYM,-0.84
Ludhiana,ZT_FYM,-0.263
Ludhiana,ZT_FYM,-0.05
Ludhiana,ZT_FYM,0.42
Ludhiana,ZT_FYM,-0.698
Ludhiana,ZT_FYM,-0.381
Ludhiana,ZT_FYM,-0.094
Ludhiana,ZT_FYM,-0.23
Ludhiana,ZT_FYM,-0.778
Ludhiana,ZT_FYM,-0.042
Ludhiana,ZT_FYM,-0.028
Ludhiana,ZT_FYM,0.752
Ludhiana,ZT_FYM,0.206
Ludhiana,ZT_FYM,-0.767
Ludhiana,ZT_FYM,-0.147
Ludhiana,ZT_FYM,0.468
Ludhiana,ZT_FYM,-0.588
Ludhiana,ZT_FYM,-0.551
Ludhiana,ZT_FYM,-0.465
Ludhiana,ZT_FYM,-0.584
Ludhiana,ZT_FYM,-0.4
Ludhiana,ZT_FYM,-1.109
Ludhiana,ZT_FYM,0.237
Ludhiana,ZT_FYM,0.65
Ludhiana,ZT_FYM,-0.77
Ludhiana,ZT_FYM,-1.365
Ludhiana,ZT_FYM,-1.172
Ludhiana,ZT_FYM,-0.034
Ludhiana,ZT_FYM,0.526
Ludhiana,ZT_FYM,-0.818
Ludhiana,ZT_FYM,-0.091
Ludhiana,ZT_FYM,0.297
Ludhiana,ZT_FYM,-0.957
Ludhiana,ZT_FYM,-0.138
Ludhiana,ZT_FYM,0.232
Ludhiana,ZT_FYM,-1.272
Ludhiana,ZT_FYM,0.171
Ludhiana,ZT_FYM,0.472
Ludhiana,ZT_FYM,0.346
Ludhiana,ZT_FYM,0.101
Ludhiana,ZT_FYM,0.314
Ludhiana,ZT_FYM,-0.576
Ludhiana,ZT_FYM,-1.214
Ludhiana,ZT_FYM,-0.25
Ludhiana,ZT_FYM,0.412
Ludhiana,ZT_FYM,0.167
Ludhiana,ZT_FYM,-1.128
Ludhiana,ZT_FYM,-0.519
Ludhiana,ZT_FYM,-0.217
Ludhiana,ZT_FYM,0.061
Ludhiana,ZT_FYM,-1.29
Ludhiana,ZT_FYM,-0.575
Ludhiana,ZT_FYM,-0.216
Ludhiana,ZT_FYM,-0.285
Ludhiana,ZT_FYM,0.225
Ludhiana,ZT_FYM,-1.282
Ludhiana,ZT_FYM,-0.193
Ludhiana,ZT_FYM,-0.685
Ludhiana,ZT_FYM,-0.021
Ludhiana,ZT_FYM,-0.693
Ludhiana,ZT_FYM,-0.083
Ludhiana,ZT_FYM,-0.642
Ludhiana,ZT_FYM,-0.214
Ludhiana,ZT_FYM,-0.454
Ludhiana,ZT_FYM,-0.797
Ludhiana,ZT_FYM,-0.418
Ludhiana,ZT_FYM,-0.874
Ludhiana,ZT_FYM,-0.338
Ludhiana,ZT_FYM,-0.283
Ludhiana,ZT_FYM,-0.358
Ludhiana,ZT_FYM,0.66
Ludhiana,ZT_FYM,-0.049
Ludhiana,ZT_FYM,-0.733
Ludhiana,ZT_FYM,-0.461
Ludhiana,ZT_FYM,-0.969
Ludhiana,ZT_FYM,-0.062
Ludhiana,ZT_FYM,-1.006
Ludhiana,ZT_FYM,1.031
Ludhiana,ZT_FYM,-0.33
Ludhiana,ZT_FYM,-0.59
Ludhiana,ZT_FYM,-1.056
Ludhiana,ZT_FYM,-0.613
Ludhiana,ZT_FYM,-0.454
Ludhiana,ZT_FYM,-0.205
Ludhiana,ZT_FYM,-0.086
Ludhiana,ZT_FYM,0.223
Ludhiana,ZT_FYM,1.072
Ludhiana,ZT_FYM,-0.225
Ludhiana,ZT_FYM,-0.618
Ludhiana,ZT_FYM,-0.74
Ludhiana,ZT_FYM,-0.701
Ludhiana,ZT_FYM,-0.039
Ludhiana,ZT_FYM,0.458
Ludhiana,ZT_FYM,-0.786
Ludhiana,ZT_FYM,-0.651
Ludhiana,ZT_FYM,-1.57
Ludhiana,ZT_FYM,-1.031
Ludhiana,ZT_FYM,-0.926
Ludhiana,ZT_FYM,0.098
Ludhiana,ZT_retain,-1.557
Ludhiana,ZT_retain,-1.82
Ludhiana,ZT_retain,-1.786
Ludhiana,ZT_retain,-1.066
Ludhiana,ZT_retain,-1.709
Ludhiana,ZT_retain,-1.916
Ludhiana,ZT_retain,-1.38
Ludhiana,ZT_retain,-1.733
Ludhiana,ZT_retain,-1.279
Ludhiana,ZT_retain,-1.639
Ludhiana,ZT_retain,-2.158
Ludhiana,ZT_retain,-1.01
Ludhiana,ZT_retain,-1.363
Ludhiana,ZT_retain,-1.46
Ludhiana,ZT_retain,-1.867
Ludhiana,ZT_retain,-1.566
Ludhiana,ZT_retain,-1.797
Ludhiana,ZT_retain,-0.821
Ludhiana,ZT_retain,-1.032
Ludhiana,ZT_retain,-1.367
Ludhiana,ZT_retain,-1.613
Ludhiana,ZT_retain,-1.168
Ludhiana,ZT_retain,-1.528
Ludhiana,ZT_retain,-1.925
Ludhiana,ZT_retain,-1.601
Ludhiana,ZT_retain,-1.127
Ludhiana,ZT_retain,-1.525
Ludhiana,ZT_retain,-1.654
Ludhiana,ZT_retain,-2.475
Ludhiana,ZT_retain,-2.065
Ludhiana,ZT_retain,-1.047
Ludhiana,ZT_retain,-1.936
Ludhiana,ZT_retain,-0.664
Ludhiana,ZT_retain,-1.722
Ludhiana,ZT_retain,-1.739
Ludhiana,ZT_retain,-1.619
Ludhiana,ZT_retain,-1.231
Ludhiana,ZT_retain,-2.036
Ludhiana,ZT_retain,-0.458
Ludhiana,ZT_retain,-1.873
Ludhiana,ZT_retain,-1.669
Ludhiana,ZT_retain,-1.463
Ludhiana,ZT_retain,-0.949
Ludhiana,ZT_retain,-1.544
Ludhiana,ZT_retain,-1.552
Ludhiana,ZT_retain,-1.155
Ludhiana,ZT_retain,-1.683
Ludhiana,ZT_retain,-1.793
Ludhiana,ZT_retain,-1.192
Ludhiana,ZT_retain,-1.491
Ludhiana,ZT_retain,-1.544
Ludhiana,ZT_retain,-2.033
Ludhiana,ZT_retain,-1.369
Ludhiana,ZT_retain,-1.142
Ludhiana,ZT_retain,-2.054
Ludhiana,ZT_retain,-1.072
Ludhiana,ZT_retain,-1.611
Ludhiana,ZT_retain,-1.709
Ludhiana,ZT_retain,-1.372
Ludhiana,ZT_retain,-1.911
Ludhiana,ZT_retain,-1.705
Ludhiana,ZT_retain,-1.642
Ludhiana,ZT_retain,-1.375
Ludhiana,ZT_retain,-1.744
Ludhiana,ZT_retain,-1.865
Ludhiana,ZT_retain,-1.027
Ludhiana,ZT_retain,-1.564
Ludhiana,ZT_retain,-1.764
Ludhiana,ZT_retain,-1.986
Ludhiana,ZT_retain,-1.709
Ludhiana,ZT_retain,-1.515
Ludhiana,ZT_retain,-1.852
Ludhiana,ZT_retain,-1.492
Ludhiana,ZT_retain,-1.55
Ludhiana,ZT_retain,-1.173
Ludhiana,ZT_retain,-1.555
Ludhiana,ZT_retain,-1.694
Ludhiana,ZT_retain,-1.296
Ludhiana,ZT_retain,-1.564
Ludhiana,ZT_retain,-1.364
Ludhiana,ZT_retain,-1.568
Ludhiana,ZT_retain,-1.735
Ludhiana,ZT_retain,-1.578
Ludhiana,ZT_retain,-1.896
Ludhiana,ZT_retain,-1.39
Ludhiana,ZT_retain,-0.887
Ludhiana,ZT_retain,-1.236
Ludhiana,ZT_retain,-1.763
Ludhiana,ZT_retain,-1.83
Ludhiana,ZT_retain,-1.479
Ludhiana,ZT_retain,-0.399
Ludhiana,ZT_retain,-1.399
Ludhiana,ZT_retain,-2.529
Ludhiana,ZT_retain,-1.484
Ludhiana,ZT_retain,-1.132
Ludhiana,ZT_retain,-1.13
Ludhiana,ZT_retain,-1.174
Ludhiana,ZT_retain,-1.389
Ludhiana,ZT_retain,-1.293
Ludhiana,ZT_retain,-2.256
Ludhiana,ZT_retain,-1.389
Ludhiana,ZT_retain,-2.159
Ludhiana,ZT_retain,-1.267
Ludhiana,ZT_retain,-1.02
Ludhiana,ZT_retain,-1.294
Ludhiana,ZT_retain,-1.998
Ludhiana,ZT_retain,-1.52
Ludhiana,ZT_retain,-1.751
Ludhiana,ZT_retain,-2.042
Ludhiana,ZT_retain,-1.136
Ludhiana,ZT_retain,-1.819
Ludhiana,ZT_retain,-1.589
Ludhiana,ZT_retain,-1.36
Ludhiana,ZT_retain,-1.964
Ludhiana,ZT_retain,-1.446
Ludhiana,ZT_retain,-1.854
Ludhiana,ZT_retain,-1.38
Ludhiana,ZT_retain,-1.541
Ludhiana,ZT_retain,-1.281
Ludhiana,ZT_retain,-1.544
Ludhiana,ZT_retain,-1.414
Ludhiana,ZT_retain,-1.837
Ludhiana,ZT_retain,-1.411
Ludhiana,ZT_retain,-1.809
Ludhiana,ZT_retain,-1.986
Ludhiana,ZT_retain,-0.854
Ludhiana,ZT_retain,-1.665
Ludhiana,ZT_retain,-1.768
Ludhiana,ZT_retain,-0.887
Ludhiana,ZT_retain,-1.629
Ludhiana,ZT_retain,-0.921
Ludhiana,ZT_retain,-1.292
Ludhiana,ZT_retain,-1.139
Ludhiana,ZT_retain,-1.006
Ludhiana,ZT_retain,-1.15
Ludhiana,ZT_retain,-1.585
Ludhiana,ZT_retain,-0.988
Ludhiana,ZT_retain,-1.715
Ludhiana,ZT_retain,-2.166
Ludhiana,ZT_retain,-1.194
Ludhiana,ZT_retain,-2.211
Ludhiana,ZT_retain,-1.096
Ludhiana,ZT_retain,-1.105
Ludhiana,ZT_retain,-1.383
Ludhiana,ZT_retain,-1.201
Ludhiana,ZT_retain,-1.531
Ludhiana,ZT_retain,-1.628
Ludhiana,ZT_retain,-1.811
Ludhiana,ZT_retain,-2.114
Ludhiana,ZT_retain,-1.66
Ludhiana,ZT_retain,-1.471
Ludhiana,ZT_retain,-1.191
Ludhiana,ZT_retain,-1.399
Ludhiana,ZT_retain,-1.832
Ludhiana,ZT_retain,-1.535
Ludhiana,ZT_retain,-1.714
Ludhiana,ZT_retain,-1.263
Ludhiana,ZT_retain,-1.714
Ludhiana,ZT_retain,-1.352
Ludhiana,ZT_retain,-1.176
Ludhiana,ZT_retain,-1.547
Ludhiana,ZT_retain,-2.013
Ludhiana,ZT_retain,-1.491
Ludhiana,ZT_retain,-1.732
Ludhiana,ZT_retain,-2.057
Ludhiana,ZT_retain,-1.522
Ludhiana,ZT_retain,-1.61
Ludhiana,ZT_retain,-1.769
Ludhiana,ZT_retain,-2.082
Ludhiana,ZT_retain,-1.088
Ludhiana,ZT_retain,-1.555
Ludhiana,ZT_retain,-1.658
Ludhiana,ZT_retain,-1.679
Ludhiana,ZT_retain,-1.54
Ludhiana,ZT_retain,-1.668
Ludhiana,ZT_retain,-1.661
Ludhiana,ZT_retain,-1.343
Ludhiana,ZT_retain,-0.81
Ludhiana,ZT_retain,-1.674
Ludhiana,ZT_retain,-0.639
Ludhiana,ZT_retain,-1.943
Ludhiana,ZT_retain,-1.721
Ludhiana,ZT_retain,-1.797
Ludhiana,ZT_retain,-1.388
Ludhiana,ZT_retain,-2.016
Ludhiana,ZT_retain,-1.705
Ludhiana,ZT_retain,-1.815
Ludhiana,ZT_retain,-1.475
Ludhiana,ZT_retain,-1.654
Ludhiana,ZT_retain,-1.615
Ludhiana,ZT_retain,-2.025
Ludhiana,ZT_retain,-1.193
Ludhiana,ZT_retain,-1.387
Ludhiana,ZT_retain,-1.51
Ludhiana,ZT_retain,-2.065
Ludhiana,ZT_retain,-1.505
Ludhiana,ZT_retain,-1.477
Ludhiana,ZT_retain,-1.281
Ludhiana,ZT_retain,-1.289
Ludhiana,ZT_retain,-1.733
